id_cliente,tipo_cliente,localidad,id_plan,fecha_alta,fecha_baja,motivo_baja,canal_alta,email,telefono
C1263,Residencial,Valeria del Mar,P05,2019-06-02,,,Vendedor,cliente262@gmail.com,02254-422970
C1264,Residencial,  Pinamar ,P01,2022-06-18,,,Sucursal,cliente263@hotmail.com,+54 2254 495362
C1265,Residencial,GENERAL MADARIAGA,P04,2023-02-09,2025-12-10,Competencia,Sucursal,cliente264@hotmail.com,2254461124
C1266,Residencial,General Madariaga,P01,2023-07-08,,,Telefónico,cliente265@gmail.com,02254-448986
C1267,Residencial,Pinamar,P03,2019-10-30,,,Sucursal,,02254-436008
C1268,Residencial,PINAMAR,P01,2023-10-02,,,Referido,cliente267@gmail.com,
C1269,residencial,Pinamar,P02,2023-03-30,,,Vendedor,cliente268@hotmail.com,02254-405727
C1270,Residencial,Cariló,P02,2013-09-05,,,Sucursal,cliente269@gmail.com,+54 2254 404790
C1271,Residencial,Ostende,P02,2022-03-15,,,Vendedor,cliente270@gmail.com,2254446897
C1272,Residencial,Ostende,P01,2023-02-03,,,Web,cliente271@hotmail.com,02254-425611
C1273,Comercial,Ostende,P06,2022-01-09,,,Sucursal,cliente272@hotmail.com,+54 2254 450299
C1274,Residencial,Pinamar,P02,2022-03-18,,,Web,cliente273@telpin.com.ar,+54 2254 481860
C1275,Residencial,GENERAL MADARIAGA,P03,2022-03-16,,,Referido,cliente274@hotmail.com,2254429621
C1276,residencial,General Madariaga,P05,2021-03-26,,,Web,cliente275@hotmail.com,+54 2254 434443
C1277,Residencial,Pinamar,P03,2023-03-17,2024-11-29,Competencia,Web,cliente276@hotmail.com,02254-453772
C1278,Comercial,Valeria del Mar,P06,2022-04-30,,,Telefónico,,
C1279,Residencial,Mar de Ostende,P02,2021-03-13,2025-04-19,Disconformidad con el servicio,Sucursal,cliente278@hotmail.com,2254483455
C1280,Residencial,Pinamar,P02,2023-01-17,,,Vendedor,cliente279@gmail.com,+54 2254 482599
C1281,residencial,Ostende,P01,2021-12-17,,,Sucursal,cliente280@gmail.com,+54 2254 426275
C1282,residencial,Pinamar,P02,2022-01-29,,,Sucursal,cliente281@gmail.com,
C1283,Residencial,Valeria del Mar,P03,2022-03-09,2024-10-24,Precio,Telefónico,cliente282@gmail.com,2254452263
C1284,Residencial,Ostende,P03,2023-08-04,,,Vendedor,cliente283@yahoo.com.ar,02254-489159
C1285,Residencial,Pinamar,P01,2023-11-15,,,Vendedor,cliente284@hotmail.com,+54 2254 401828
C1286,Comercial,Pinamar,P06,2022-11-10,,,Sucursal,cliente285@hotmail.com,2254487620
C1287,Residencial,Pinamar,P01,2020-09-06,,,Web,cliente286@gmail.com,02254-488037
C1288,Residencial,Pinamar,P01,2016-09-29,,,Sucursal,cliente287@yahoo.com.ar,02254-469348
C1289,RESIDENCIAL,General Madariaga,P02,2022-04-25,,,Vendedor,cliente288@gmail.com,2254411243
C1290,Residencial,Pinamar,P03,2015-04-08,,,Telefónico,cliente289@gmail.com,2254445264
C1291,Residencial,  Pinamar ,P02,2018-10-19,2024-11-22,Se muda,Web,cliente290@hotmail.com,02254-452485
C1292,Residencial,cariló,P04,2022-10-06,,,Sucursal,cliente291@gmail.com,+54 2254 421374
C1293,residencial,CARILÓ,P02,2014-12-29,2025-08-08,Fin de temporada,Web,cliente292@hotmail.com,2254461334
C1294,Residencial,Pinamar,P01,2018-05-29,,,Sucursal,cliente293@hotmail.com,+54 2254 467868
C1295,Residencial,pinamar,P01,2022-05-24,,,Referido,cliente294@telpin.com.ar,02254-497228
C1296,Residencial,Pinamar,P02,2019-03-12,,,Sucursal,,02254-481222
C1297,Residencial,Ostende,P03,2019-12-21,,,Referido,cliente296@gmail.com,
C1298,Comercial,Mar de Ostende,P06,2019-06-11,,,Web,cliente297@gmail.com,2254408182
C1299,RESIDENCIAL,Cariló,P04,2020-05-05,,,Sucursal,,2254410561
C1300,Residencial,Pinamar,P02,2023-09-04,,,Referido,cliente299@hotmail.com,02254-498752
C1301,comercial,Pinamar,P06,2023-03-17,,,Referido,cliente300@gmail.com,2254443137
C1302,Comercial,Pinamar,P06,2023-01-10,,,Referido,cliente301@gmail.com,
C1303,Residencial,Mar de Ostende,P02,2019-05-01,2024-10-23,Fin de temporada,Sucursal,cliente302@gmail.com,02254-417090
C1304,Residencial,Pinamar,P03,2020-10-11,,,Referido,,2254430202
C1305,Comercial,Pinamar,P06,2022-02-16,,,Telefónico,cliente304@gmail.com,
C1306,Residencial,Pinamar,P02,2023-05-10,,,Vendedor,cliente305@hotmail.com,+54 2254 474388
C1307,Residencial,Valeria del Mar,P02,2023-06-25,,,Web,cliente306@yahoo.com.ar,+54 2254 476152
C1308,Residencial,Pinamar,P02,2021-02-03,,,Referido,cliente307@gmail.com,02254-440595
C1309,Residencial,Ostende,P02,2020-01-09,2025-01-17,Sin motivo declarado,Sucursal,cliente308@hotmail.com,02254-415236
C1310,Comercial,Pinamar,P06,2023-04-06,,,Sucursal,,02254-452422
C1311,Residencial,Pinamar,P03,2022-01-24,,,Telefónico,,2254435752
C1312,Residencial,Pinamar,P01,2022-09-21,,,Sucursal,cliente311@gmail.com,02254-420789
C1313,Residencial,OSTENDE,P03,2020-09-26,2024-09-18,Disconformidad con el servicio,Telefónico,cliente312@gmail.com,+54 2254 400070
C1314,Residencial,Pinamar,P02,2024-01-29,,,Sucursal,cliente313@telpin.com.ar,02254-428843
C1315,Residencial,General Madariaga,P03,2023-08-23,,,Sucursal,cliente314@gmail.com,2254425262
C1316,Residencial,Ostende,P04,2021-09-24,,,Telefónico,,2254405660
C1317,Comercial,Pinamar,P06,2023-11-30,,,Web,cliente316@telpin.com.ar,
C1318,residencial,Mar de Ostende,P01,2021-08-02,2025-03-06,Precio,Telefónico,cliente317@telpin.com.ar,02254-486406
C1319,Residencial,  Pinamar ,P02,2022-10-29,,,Web,cliente318@hotmail.com,02254-482690
C1320,Residencial,Valeria del Mar,P02,2019-01-20,,,Telefónico,cliente319@gmail.com,2254481011
C1321,Residencial,Pinamar,P02,2023-02-08,,,Sucursal,cliente320@gmail.com,2254416020
C1322,Residencial,Valeria del Mar,P05,2021-04-03,,,Sucursal,cliente321@gmail.com,+54 2254 470215
C1323,Comercial,Pinamar,P06,2023-03-19,,,Telefónico,,2254454438
C1324,Residencial,Ostende,P02,2022-02-08,,,Sucursal,cliente323@gmail.com,+54 2254 456118
C1325,Residencial,Valeria del Mar,P01,2021-03-31,,,Vendedor,cliente324@gmail.com,
C1326,Residencial,Mar de Ostende,P04,2021-02-16,2026-01-02,Competencia,Telefónico,cliente325@yahoo.com.ar,+54 2254 430003
C1327,Residencial,Pinamar,P02,2023-08-04,,,Sucursal,cliente326@gmail.com,02254-447180
C1328,RESIDENCIAL,Pinamar,P03,2021-08-23,,,Telefónico,,
C1329,Residencial,Pinamar,P02,2023-07-16,,,Vendedor,cliente328@gmail.com,+54 2254 431792
C1330,RESIDENCIAL,Pinamar,P02,2024-01-05,,,Web,cliente329@gmail.com,2254458892
C1331,Residencial,Ostende,P04,2021-06-10,2024-08-12,Se muda,Telefónico,cliente330@telpin.com.ar,
C1332,Comercial,VALERIA DEL MAR,P05,2021-03-26,,,Telefónico,cliente331@hotmail.com,02254-429736
C1333,Residencial,Ostende,P01,2022-01-05,,,Telefónico,cliente332@gmail.com,+54 2254 458412
C1334,Residencial,General Madariaga,P05,2021-06-24,,,Referido,cliente333@hotmail.com,+54 2254 425704
C1335,Residencial,Ostende,P01,2023-03-11,,,Web,cliente334@telpin.com.ar,02254-483136
C1336,Comercial,Pinamar,P06,2022-11-21,,,Sucursal,cliente335@telpin.com.ar,+54 2254 478862
C1337,Residencial,Mar de Ostende,P04,2021-10-11,2026-03-24,Fin de temporada,Sucursal,cliente336@yahoo.com.ar,+54 2254 468700
C1338,Residencial,valeria del mar,P02,2024-03-14,,,Vendedor,,2254496709
C1339,Residencial,Mar de Ostende,P05,2019-07-25,2026-04-24,Se muda,Vendedor,cliente338@telpin.com.ar,2254420701
C1340,Residencial,Ostende,P02,2022-08-13,,,Vendedor,cliente339@gmail.com,+54 2254 463753
C1341,residencial,Cariló,P04,2020-12-31,,,Web,cliente340@telpin.com.ar,2254478109
C1342,residencial,Pinamar,P04,2021-03-12,,,Referido,cliente341@gmail.com,+54 2254 459661
C1343,Comercial,General Madariaga,P06,2022-03-14,2024-08-25,Sin motivo declarado,Sucursal,cliente342@gmail.com,2254459699
C1344,Residencial,Valeria del Mar,P02,2024-01-02,,,Sucursal,cliente343@hotmail.com,
C1345,Residencial,Valeria del Mar,P03,2023-05-19,2024-10-31,Precio,Sucursal,cliente344@gmail.com,+54 2254 411877
C1346,Residencial,Mar de Ostende,P04,2023-04-20,2024-11-16,Competencia,Sucursal,cliente345@hotmail.com,2254440614
C1347,Residencial,Pinamar,P04,2022-01-06,,,Sucursal,cliente346@hotmail.com,02254-434108
C1348,residencial,Ostende,P01,2020-07-14,,,Sucursal,cliente347@gmail.com,2254424297
C1349,Residencial,Pinamar,P02,2020-11-18,2025-06-24,Disconformidad con el servicio,Web,cliente348@hotmail.com,2254475588
C1350,Residencial,Valeria del Mar,P01,2022-04-23,,,Sucursal,cliente349@gmail.com,+54 2254 447598
C1351,Residencial,Pinamar,P01,2018-07-21,,,Web,cliente350@gmail.com,+54 2254 411497
C1352,Residencial,Mar de Ostende,P02,2022-12-12,2026-02-19,Competencia,Sucursal,cliente351@hotmail.com,+54 2254 417486
C1353,Residencial,  Cariló ,P03,2023-06-15,,,Vendedor,cliente352@gmail.com,2254432130
C1354,Residencial,Mar de Ostende,P04,2022-06-10,,,Referido,cliente353@telpin.com.ar,2254446235
C1355,Residencial,Valeria del Mar,P05,2022-09-03,,,Telefónico,cliente354@gmail.com,02254-460762
C1356,Residencial,Pinamar,P01,2021-07-20,,,Vendedor,cliente355@telpin.com.ar,2254447577
C1357,Residencial,Ostende,P02,2024-01-12,,,Sucursal,,2254426108
C1358,Residencial,Pinamar,P02,2016-08-27,,,Sucursal,cliente357@gmail.com,02254-481763
C1359,Residencial,Cariló,P03,2021-09-18,,,Vendedor,cliente358@telpin.com.ar,+54 2254 493460
C1360,Residencial,General Madariaga,P01,2023-04-01,2025-08-25,Se muda,Sucursal,cliente359@hotmail.com,02254-471835
C1361,Residencial,Valeria del Mar,P03,2022-07-10,,,Sucursal,cliente360@yahoo.com.ar,+54 2254 446717
C1362,Residencial,valeria del mar,P05,2021-05-05,,,Telefónico,cliente361@yahoo.com.ar,02254-467832
C1363,Residencial,Pinamar,P04,2021-09-07,2026-04-17,Precio,Vendedor,cliente362@gmail.com,+54 2254 471341
C1364,Residencial,Pinamar,P03,2023-03-20,2026-03-03,Falta de pago,Web,cliente363@hotmail.com,02254-473282
C1365,Residencial,Pinamar,P02,2023-04-13,,,Telefónico,cliente364@gmail.com,
C1366,Residencial,Pinamar,P02,2021-06-12,,,Web,cliente365@telpin.com.ar,02254-431202
C1367,Residencial,pinamar,P01,2020-02-28,,,Telefónico,cliente366@hotmail.com,2254411356
C1368,Residencial,Ostende,P01,2022-05-06,,,Sucursal,cliente367@gmail.com,02254-479340
C1369,Residencial,Mar de Ostende,P02,2022-12-19,,,Sucursal,cliente368@gmail.com,
C1370,residencial,Ostende,P04,2022-09-28,,,Telefónico,cliente369@hotmail.com,02254-402890
C1371,Residencial,Carilo,P02,2021-09-18,,,Vendedor,cliente370@gmail.com,2254406988
C1372,Residencial,Pinamar,P02,2020-01-27,,,Web,cliente371@hotmail.com,
C1373,Residencial,General Madariaga,P02,2023-07-17,,,Web,cliente372@hotmail.com,2254470066
C1374,Residencial,Pinamar,P02,2023-11-24,,,Sucursal,cliente373@gmail.com,
C1375,Residencial,Valeria del Mar,P04,2021-01-03,2026-05-27,Fin de temporada,Sucursal,cliente374@gmail.com,02254-430019
C1376,RESIDENCIAL,Pinamar,P05,2020-09-17,2026-04-18,Competencia,Referido,cliente375@gmail.com,
C1377,COMERCIAL,Pinamar,P06,2023-08-07,,,Sucursal,cliente376@gmail.com,02254-465532
C1378,Residencial,Pinamar,P01,2022-12-24,,,Sucursal,cliente377@hotmail.com,02254-481323
C1379,Comercial,Pinamar,P06,2023-10-07,,,Web,cliente378@gmail.com,2254454573
C1380,Residencial,Pinamar,P02,2023-12-29,,,Sucursal,,2254491977
C1381,Residencial,Ostende,P01,2022-12-18,,,Telefónico,cliente380@gmail.com,2254450467
C1382,Residencial,Pinamar,P01,2023-09-01,,,Telefónico,cliente381@gmail.com,2254440226
C1383,Residencial,Valeria del Mar,P02,2021-07-17,,,Web,cliente382@gmail.com,2254492170
C1384,Residencial,Mar de Ostende,P04,2021-11-08,,,Vendedor,cliente383@hotmail.com,02254-479246
C1385,Residencial,Pinamar,P05,2022-11-14,,,Telefónico,cliente384@telpin.com.ar,2254414246
C1386,Residencial,Pinamar,P05,2021-03-07,,,Telefónico,cliente385@gmail.com,02254-415628
C1387,Residencial,Mar de Ostende,P02,2021-10-12,2024-09-11,Competencia,Web,cliente386@hotmail.com,2254434700
C1388,Residencial,Ostende,P02,2023-11-20,,,Telefónico,cliente387@gmail.com,2254482146
C1389,Comercial,  Pinamar ,P06,2023-03-28,,,Vendedor,cliente388@hotmail.com,
C1390,Residencial,Mar de Ostende,P03,2015-07-16,2025-10-29,Competencia,Sucursal,cliente389@gmail.com,
C1391,Residencial,Pinamar,P03,2021-11-27,,,Web,cliente390@gmail.com,
C1392,Residencial,  General Madariaga ,P04,2023-06-17,,,Web,,2254481693
C1393,Residencial,Cariló,P02,2023-04-12,,,Web,cliente392@gmail.com,+54 2254 407276
C1394,Comercial,Ostende,P06,2022-06-23,,,Web,cliente393@telpin.com.ar,2254402478
C1395,Residencial,OSTENDE,P02,2021-06-28,2024-12-29,Se muda,Telefónico,cliente394@gmail.com,02254-492937
C1396,Residencial,Pinamar,P02,2023-03-01,,,Telefónico,cliente395@gmail.com,2254463572
C1397,Residencial,Cariló,P02,2018-09-10,,,Telefónico,cliente396@telpin.com.ar,+54 2254 436248
C1398,Residencial,Valeria del Mar,P04,2019-11-20,,,Sucursal,cliente397@hotmail.com,2254416023
C1399,Residencial,Mar de Ostende,P02,2024-02-19,,,Referido,cliente398@gmail.com,02254-494688
C1400,Residencial,Cariló,P01,2024-05-19,,,Web,cliente399@hotmail.com,
C1401,residencial,Pinamar,P01,2020-01-11,,,Referido,cliente400@telpin.com.ar,+54 2254 450440
C1402,Residencial,Mar de Ostende,P01,2022-09-20,,,Sucursal,cliente401@hotmail.com,+54 2254 467247
C1403,Residencial,Pinamar,P02,2023-08-01,,,Telefónico,cliente402@gmail.com,02254-405061
C1404,Comercial,Mar de Ostende,P06,2016-07-27,,,Vendedor,cliente403@telpin.com.ar,02254-408360
C1405,Residencial,Pinamar,P05,2018-12-12,2025-06-11,Se muda,Sucursal,cliente404@telpin.com.ar,2254474373
C1406,Residencial,Ostende,P03,2023-08-06,,,Vendedor,cliente405@telpin.com.ar,02254-415420
C1407,Residencial,Pinamar,P01,2021-07-28,,,Web,cliente406@hotmail.com,2254437003
C1408,Residencial,General Madariaga,P01,2022-10-24,2026-04-22,Se muda,Sucursal,cliente407@gmail.com,
C1409,Residencial,ostende,P02,2024-01-25,,,Telefónico,cliente408@telpin.com.ar,+54 2254 485644
C1410,Residencial,General Madariaga,P02,2020-04-07,,,Vendedor,cliente409@telpin.com.ar,+54 2254 416811
C1411,Residencial,Mar de Ostende,P04,2019-05-07,,,Telefónico,cliente410@gmail.com,2254400538
C1412,Comercial,GENERAL MADARIAGA,P05,2016-09-30,,,Sucursal,cliente411@gmail.com,
C1413,Residencial,Cariló,P01,2021-10-19,2026-01-31,Competencia,Sucursal,cliente412@yahoo.com.ar,02254-476684
C1414,comercial,Pinamar,P06,2021-10-26,,,Sucursal,cliente413@gmail.com,
C1415,Residencial,Pinamar,P03,2024-02-14,,,Referido,cliente414@hotmail.com,2254474447
C1416,Residencial,  Pinamar ,P01,2023-05-13,,,Telefónico,cliente415@hotmail.com,+54 2254 492118
C1417,Residencial,  Pinamar ,P02,2020-07-31,,,Vendedor,cliente416@hotmail.com,2254404673
C1418,Residencial,Cariló,P03,2023-04-07,,,Web,cliente417@hotmail.com,02254-499474
C1419,Residencial,  Pinamar ,P02,2023-03-14,,,Telefónico,cliente418@gmail.com,02254-449141
C1420,Residencial,cariló,P01,2016-03-03,2025-01-22,Se muda,Web,cliente419@telpin.com.ar,+54 2254 413306
C1421,Residencial,  Pinamar ,P02,2023-01-19,,,Sucursal,cliente420@yahoo.com.ar,2254484888
C1422,RESIDENCIAL,Pinamar,P02,2021-04-13,,,Vendedor,cliente421@hotmail.com,+54 2254 418815
C1423,Comercial,Mar de Ostende,P06,2022-12-16,2026-07-26,Competencia,Web,cliente422@telpin.com.ar,
C1424,Residencial,Valeria del Mar,P02,2024-05-03,,,Telefónico,cliente423@telpin.com.ar,+54 2254 445735
C1425,Residencial,Pinamar,P01,2022-12-04,,,Telefónico,cliente424@gmail.com,02254-406342
C1426,Residencial,Ostende,P02,2022-06-16,,,Sucursal,cliente425@hotmail.com,02254-499561
C1427,Residencial,MAR DE OSTENDE,P03,2022-12-16,,,Sucursal,cliente426@telpin.com.ar,02254-477256
C1428,Residencial,Pinamar,P02,2018-01-28,2025-02-21,Precio,Vendedor,,2254473229
C1429,RESIDENCIAL,Pinamar,P01,2023-10-23,,,Vendedor,cliente428@gmail.com,+54 2254 457144
C1430,Residencial,pinamar,P02,2024-02-06,,,Vendedor,cliente429@telpin.com.ar,+54 2254 430933
C1431,Residencial,Valeria del Mar,P03,2018-11-18,,,Telefónico,cliente430@hotmail.com,02254-403205
C1432,Residencial,Valeria del Mar,P01,2022-04-25,2026-07-05,Se muda,Sucursal,cliente431@hotmail.com,+54 2254 476512
C1433,Residencial,pinamar,P02,2021-07-31,2026-05-18,Sin motivo declarado,Sucursal,cliente432@gmail.com,
C1434,Comercial,Carilo,P06,2023-04-30,,,Referido,cliente433@gmail.com,2254465613
C1435,Residencial,PINAMAR,P02,2021-06-24,2025-10-16,Precio,Sucursal,cliente434@hotmail.com,
C1436,Residencial,Pinamar,P01,2021-08-27,,,Telefónico,cliente435@yahoo.com.ar,02254-478753
C1437,Residencial,Mar de Ostende,P04,2021-10-26,2026-03-16,Fin de temporada,Web,cliente436@gmail.com,2254445770
C1438,Residencial,Pinamar,P03,2023-06-23,,,Referido,cliente437@gmail.com,02254-497264
C1439,Residencial,Pinamar,P04,2019-09-19,,,Sucursal,cliente438@telpin.com.ar,+54 2254 482897
C1440,Residencial,Ostende,P01,2022-07-05,,,Referido,cliente439@hotmail.com,+54 2254 460138
C1441,Residencial,Pinamar,P02,2020-07-13,,,Web,cliente440@gmail.com,2254437007
C1442,Residencial,Pinamar,P01,2018-08-23,,,Sucursal,cliente441@gmail.com,+54 2254 499935
C1443,RESIDENCIAL,Pinamar,P04,2020-10-08,,,Vendedor,cliente442@hotmail.com,
C1444,RESIDENCIAL,Valeria del Mar,P03,2021-12-21,,,Web,cliente443@gmail.com,+54 2254 423544
C1445,RESIDENCIAL,Pinamar,P02,2023-10-20,,,Sucursal,cliente444@yahoo.com.ar,2254473432
C1446,Residencial,mar de ostende,P01,2021-11-21,,,Vendedor,cliente445@hotmail.com,+54 2254 421001
C1447,Residencial,CARILÓ,P02,2023-06-21,,,Web,cliente446@gmail.com,02254-496360
C1448,Residencial,Pinamar,P02,2018-05-29,,,Sucursal,cliente447@hotmail.com,02254-473341
C1449,RESIDENCIAL,Pinamar,P03,2022-10-19,,,Web,cliente448@gmail.com,+54 2254 430177
C1450,Residencial,Pinamar,P01,2023-08-17,,,Telefónico,cliente449@hotmail.com,+54 2254 428665
C1451,Residencial,Pinamar,P03,2013-03-11,,,Sucursal,cliente450@telpin.com.ar,02254-459272
C1452,RESIDENCIAL,Valeria del Mar,P01,2023-04-01,2025-03-11,Fin de temporada,Web,cliente451@gmail.com,2254485161
C1453,Residencial,Pinamar,P02,2023-02-18,,,Web,cliente452@telpin.com.ar,2254464841
C1454,Residencial,Pinamar,P03,2022-08-13,,,Web,cliente453@yahoo.com.ar,
C1455,Residencial,Pinamar,P02,2023-07-08,,,Referido,cliente454@gmail.com,2254469232
C1456,Residencial,Pinamar,P02,2023-05-08,,,Sucursal,cliente455@gmail.com,2254415186
C1457,Residencial,Mar de Ostende,P02,2023-07-06,,,Sucursal,cliente456@gmail.com,+54 2254 421733
C1458,Residencial,Valeria del Mar,P03,2023-02-12,,,Referido,cliente457@hotmail.com,+54 2254 471209
C1459,Residencial,Cariló,P03,2020-07-06,,,Web,cliente458@gmail.com,02254-476449
C1460,Residencial,Pinamar,P03,2023-01-28,,,Sucursal,cliente459@yahoo.com.ar,02254-456327
C1461,Residencial,Ostende,P02,2023-06-24,,,Web,cliente460@gmail.com,+54 2254 417001
C1462,Residencial,CARILÓ,P01,2022-09-13,2024-12-15,Falta de pago,Referido,cliente461@hotmail.com,
C1463,Residencial,Pinamar,P03,2022-05-27,,,Sucursal,cliente462@yahoo.com.ar,02254-427700
C1464,Residencial,Valeria del Mar,P02,2021-03-17,,,Sucursal,cliente463@gmail.com,2254447746
C1465,Residencial,PINAMAR,P04,2018-01-16,,,Sucursal,cliente464@gmail.com,
C1466,Residencial,Valeria del Mar,P01,2020-11-10,,,Referido,cliente465@yahoo.com.ar,
C1467,Residencial,  Valeria del Mar ,P01,2022-02-06,2025-05-14,Precio,Sucursal,cliente466@gmail.com,+54 2254 438011
C1468,RESIDENCIAL,Ostende,P01,2020-05-17,,,Sucursal,cliente467@telpin.com.ar,2254488958
C1469,Residencial,Pinamar,P03,2016-08-22,,,Vendedor,cliente468@gmail.com,02254-401352
C1470,Residencial,Pinamar,P01,2017-01-08,,,Telefónico,cliente469@telpin.com.ar,02254-426520
C1471,Residencial,VALERIA DEL MAR,P03,2022-12-07,,,Referido,cliente470@gmail.com,2254460896
C1472,Residencial,Pinamar,P02,2023-08-04,2024-10-21,Precio,Sucursal,cliente471@gmail.com,+54 2254 489854
C1473,Comercial,Valeria del Mar,P06,2020-11-30,,,Vendedor,,
C1474,Residencial,Mar de Ostende,P02,2023-03-07,2024-11-25,Fin de temporada,Sucursal,cliente473@gmail.com,
C1475,Residencial,Mar de Ostende,P02,2015-11-28,,,Sucursal,cliente474@hotmail.com,2254436194
C1476,Residencial,Cariló,P01,2023-08-31,2026-01-18,Falta de pago,Vendedor,cliente475@hotmail.com,+54 2254 493355
C1477,Residencial,  Cariló ,P02,2021-01-30,,,Web,cliente476@hotmail.com,+54 2254 443304
C1478,Residencial,Valeria del Mar,P02,2022-02-04,,,Telefónico,cliente477@gmail.com,02254-443975
C1479,RESIDENCIAL,Pinamar,P01,2021-07-13,,,Referido,cliente478@gmail.com,+54 2254 484027
C1480,residencial,General Madariaga,P04,2021-11-15,,,Sucursal,cliente479@hotmail.com,02254-497446
C1481,Residencial,Pinamar,P02,2017-08-03,,,Telefónico,,+54 2254 419274
C1482,Residencial,Ostende,P02,2022-08-28,,,Sucursal,cliente481@gmail.com,02254-481049
C1483,Residencial,  Pinamar ,P01,2022-05-10,,,Sucursal,cliente482@hotmail.com,02254-425586
C1484,RESIDENCIAL,Ostende,P02,2021-09-28,2025-05-25,Precio,Referido,cliente483@yahoo.com.ar,02254-435243
C1485,Residencial,Valeria del Mar,P03,2019-12-28,,,Vendedor,cliente484@gmail.com,2254447877
C1486,Residencial,Pinamar,P02,2016-12-11,,,Vendedor,,+54 2254 401936
C1487,Residencial,Valeria del Mar,P01,2023-03-22,2025-10-23,Se muda,Telefónico,cliente486@telpin.com.ar,+54 2254 489853
C1488,Residencial,Pinamar,P05,2021-10-12,,,Sucursal,cliente487@gmail.com,02254-484405
C1489,RESIDENCIAL,Pinamar,P04,2022-03-23,2026-04-29,Precio,Telefónico,cliente488@hotmail.com,2254438517
C1490,Residencial,Ostende,P02,2023-08-13,,,Telefónico,cliente489@hotmail.com,+54 2254 480636
C1491,Residencial,Valeria del Mar,P02,2022-04-25,,,Referido,,02254-444893
C1492,Residencial,Pinamar,P03,2024-04-17,2025-01-12,Falta de pago,Telefónico,cliente491@hotmail.com,
